Postcode,Total,Not Approved,Booked,Approved,Active,Discharged,Discharged Patient,HOLD,Inactive - Active,Inactive - Approved,Inactive - Booked,Inactive - NA
Parkville,5,0,0,0,0,1,0,0,0,0,2,2
Parrearra,5,0,1,0,0,0,1,0,1,0,1,1
Pearcedale,5,0,1,0,1,0,0,0,0,0,0,3
Pelaw Main,5,1,0,0,0,0,0,0,1,0,1,2
Pendle Hill,5,0,1,0,0,1,0,0,1,0,0,2
Pennant Hills,5,1,0,0,1,0,1,0,1,0,0,1
Pennington,5,0,0,0,0,2,0,0,0,0,0,3
Piccadilly,5,0,0,0,1,0,0,0,1,0,1,2
Pine Mountain,5,1,0,0,0,1,0,0,1,0,0,2
Queenscliff,5,0,0,0,1,0,0,0,1,0,0,3
Red Cliffs,5,0,0,0,0,1,0,0,0,0,1,3
Reynella East,5,0,0,0,2,0,0,0,0,0,1,2
Ridleyton,5,0,1,0,0,2,0,0,1,1,0,0
Ringwood North,5,0,0,0,1,0,0,0,2,0,1,1
Risdon Vale,5,0,0,0,2,0,0,0,0,0,1,2
Riverhills,5,0,0,0,0,3,0,0,0,0,1,1
Riverton,5,0,0,0,0,0,0,0,1,0,1,3
Robertson,5,0,0,0,2,2,0,0,0,0,1,0
Rosedale,5,0,1,0,0,2,0,0,0,0,2,0
Roseville,5,0,0,0,0,2,0,0,0,0,0,3
Rubyvale,5,0,0,0,0,1,0,0,0,0,1,3
Ruse,5,0,1,0,0,0,0,0,0,0,1,3
Rydalmere,5,0,0,0,0,0,0,0,2,0,3,0
Saint James,5,0,0,0,0,2,0,0,0,1,1,1
Sandstone Point,5,1,0,0,1,0,0,0,1,0,1,1
Sandy Bay,5,0,0,0,2,0,0,0,1,0,1,1
Seacliff,5,0,0,0,2,1,0,0,0,1,1,0
Seymour,5,0,0,0,1,1,0,0,1,0,0,2
Sheffield,5,0,0,0,0,0,0,0,2,0,0,3
Shellharbour,5,1,0,0,0,1,0,0,1,0,1,1
Sisters Beach,5,0,0,0,2,1,0,0,1,0,0,1
South Arm,5,0,0,0,1,1,0,0,1,2,0,0
South Townsville,5,0,0,0,0,2,0,0,1,0,0,2
Spencer Park,5,0,0,0,0,0,0,0,1,0,0,4
Spotswood,5,0,0,0,1,0,0,0,1,0,2,1
St Helens Park,5,0,0,0,1,1,0,0,0,0,2,1
Stirling,5,0,0,0,1,2,0,0,0,0,2,0
Subiaco,5,0,0,0,2,0,0,0,1,0,0,2
Summerland Point,5,0,0,0,0,1,0,0,0,0,3,1
Surfside,5,0,0,0,3,0,1,0,0,0,0,1
Svensson Heights,5,0,0,0,1,1,0,0,1,1,0,1
Sydney Olympic Park,5,0,1,0,0,0,1,0,1,0,0,2
Tallebudgera Valley,5,0,0,0,2,0,0,0,1,0,1,1
Taperoo,5,0,0,0,0,0,0,0,1,0,3,1
Taylors Lakes,5,2,1,0,0,0,1,0,1,0,0,0
The Palms,5,1,0,0,0,0,0,0,1,0,1,2
Thirroul,5,0,0,0,2,0,0,0,0,0,2,1
Thornleigh,5,0,0,0,0,1,0,0,1,0,2,1
Thursday Island,5,0,0,0,2,0,0,0,0,0,2,1
Toogoolawah,5,0,0,0,0,0,0,0,2,0,3,0
Treeby,5,0,0,0,2,0,0,0,0,1,2,0
Trinity Park,5,0,0,0,0,0,0,0,1,0,1,3
Tullimbar,5,1,0,0,0,0,0,0,1,0,3,0
Tumbarumba,5,0,0,0,0,2,0,0,1,0,1,1
Tura Beach,5,0,0,0,1,0,0,0,1,0,0,3
Upper Burnie,5,0,0,0,0,0,0,0,2,1,1,1
Victoria Park,5,2,0,0,0,1,0,0,0,0,0,2
Wacol,5,0,0,0,0,0,1,0,1,0,0,3
Warana,5,0,0,0,0,1,0,0,1,0,2,1
Warriewood,5,0,0,0,0,1,0,0,1,0,2,1
Watsonia,5,0,0,0,1,2,0,0,0,0,0,2
Wattle Glen,5,1,0,0,0,1,0,0,3,0,0,0
Waverton,5,0,0,0,2,0,0,0,2,0,1,0
Wee Waa,5,0,0,0,0,0,0,0,1,0,1,3
Weir Views,5,0,0,0,2,0,0,0,0,0,2,1
West Albury,5,0,0,0,1,0,0,0,1,0,1,2
West Hobart,5,0,0,0,1,0,0,0,1,0,2,1
West Moonah,5,0,1,0,1,0,0,0,1,0,1,1
Westdale,5,0,0,0,0,1,1,0,1,0,1,1
Westmeadows,5,0,0,0,1,0,0,0,0,2,0,2
Whitsundays,5,0,1,0,2,1,0,0,0,0,1,0
Wilson,5,0,0,0,0,1,0,0,2,0,1,1
Windang,5,0,0,0,0,2,0,0,2,1,0,0
Windsor Gardens,5,0,0,0,1,0,0,0,0,1,1,2
Wingham,5,0,0,0,0,2,0,0,1,0,1,1
Wonga Beach,5,0,0,0,0,3,0,0,0,0,0,2
Wongan Hills,5,0,0,0,0,0,0,0,1,1,1,2
Woodbine,5,0,0,0,0,2,1,0,1,0,0,1
Woollahra,5,0,0,0,1,1,0,0,0,0,2,1
Woorim,5,0,0,0,0,2,0,0,1,0,1,1
Woronora Heights,5,0,0,0,1,1,0,0,1,1,1,0
Wyee,5,0,0,0,0,0,0,0,2,0,1,2
Yaroomba,5,0,0,0,0,0,0,0,2,0,2,1
Yarraman,5,0,0,0,0,0,1,0,0,0,1,3
Yarrawarrah,5,0,0,0,0,1,0,0,2,1,0,1
Yeerongpilly,5,0,0,0,1,0,1,0,2,0,0,1
Zeehan,5,0,0,0,0,2,0,0,0,0,1,2
Adamstown Heights,4,0,0,0,1,1,1,0,0,0,1,0
Adelong,4,0,0,0,1,2,0,0,0,0,1,0
Albert Park,4,0,0,0,0,1,0,0,1,0,0,2
Alberton,4,0,0,0,0,1,0,0,2,0,0,1
Allambie Heights,4,0,1,0,0,1,0,0,0,0,1,1
Altona North,4,0,0,0,0,1,0,0,0,1,0,2
Anna Bay,4,0,0,0,0,1,0,0,1,0,0,2
Aranda,4,0,0,0,2,0,0,0,0,0,1,1
Ashby,4,0,0,0,1,1,0,0,1,0,1,0
Ashtonfield,4,0,0,0,0,0,0,0,3,0,0,1
Ashwood,4,0,1,0,0,0,0,0,1,1,1,0
Aspendale,4,0,0,0,0,1,0,0,0,0,0,3
Athelstone,4,0,0,0,0,0,0,0,2,0,1,1
Avenel,4,0,0,0,1,0,0,0,3,0,0,0
Balgownie,4,0,0,0,0,1,0,0,0,0,3,0
Bass Hill,4,1,0,0,0,1,0,0,0,0,0,2
Batchelor,4,0,0,0,1,1,0,0,0,1,1,0
Bauple,4,0,1,0,0,1,0,0,2,0,0,0
Bayonet Head,4,0,0,0,0,1,0,0,1,0,1,1
Bayview Heights,4,0,0,0,1,0,1,0,0,0,2,0
Beaumont Hills,4,0,0,0,0,0,1,0,2,0,0,1
Beecher,4,0,0,0,1,0,0,0,0,0,3,0
Beecroft,4,1,0,0,0,1,0,0,0,0,2,0
Bellbird,4,0,0,0,1,0,0,0,1,1,0,1
Bellerive,4,0,0,0,1,0,0,0,1,0,1,1
Bellevue Hill,4,0,0,0,0,1,0,0,1,0,1,1
Belvedere,4,0,0,0,1,0,0,0,1,0,1,1
Benarkin North,4,0,0,0,0,1,0,0,1,0,0,2
Berowra,4,0,0,0,0,1,0,0,2,0,0,1
Bicton,4,0,1,0,2,0,0,0,1,0,0,0
Bilambil Heights,4,0,1,0,0,2,0,0,0,1,0,0
Bingil Bay,4,0,0,0,2,0,0,0,0,0,0,2
Bittern,4,0,0,0,1,0,1,0,0,0,0,2
Blackall,4,0,0,0,2,1,0,0,0,0,1,0
Blackwood,4,0,0,0,0,1,0,0,2,0,1,0
Blakehurst,4,0,0,0,0,1,0,0,0,0,1,2
Blakeview,4,0,0,0,0,0,0,0,0,0,0,4
Bligh Park,4,0,0,0,1,0,0,0,0,0,1,2
Bluehaven,4,0,0,0,0,0,0,0,1,0,0,3
Bobs Farm,4,1,0,0,0,2,0,0,0,0,1,0
Bodalla,4,1,0,0,0,2,0,0,0,0,0,1
Bonbeach,4,0,0,0,0,0,0,0,1,0,2,1
Bonogin,4,0,1,0,0,1,0,0,1,0,1,0
Bonshaw,4,0,0,0,0,0,0,0,0,0,2,2
Bonville,4,0,0,0,1,1,0,0,1,0,0,1
Booie,4,1,0,0,0,0,0,0,0,0,1,2
Boonah,4,0,0,0,1,1,0,0,2,0,0,0
Brahma Lodge,4,0,0,0,0,1,0,0,0,0,0,3
Braitling,4,0,0,0,1,1,0,0,0,0,1,1
Broadmeadow,4,0,0,0,0,2,1,0,0,0,1,0
Broadwater,4,0,0,0,0,1,0,0,0,0,2,1
Brookvale,4,0,1,0,0,0,0,0,0,0,3,0
Brown Hill,4,0,0,0,1,1,0,0,1,0,0,1
Bruce,4,1,0,0,0,0,0,0,3,0,0,0
Bundanoon,4,0,0,0,1,2,0,0,1,0,0,0
Burrum Heads,4,0,0,0,0,0,0,0,1,0,1,2
Burswood,4,0,0,0,0,0,1,0,0,0,1,2
Cairnlea,4,0,0,0,0,2,0,0,1,0,0,1
Cambooya,4,0,0,0,0,0,0,0,1,0,0,3
Camden Park,4,0,0,0,0,0,0,0,1,0,0,3
Camden South,4,0,0,0,0,0,0,0,0,0,1,3
Cammeray,4,0,1,0,1,0,0,0,0,0,1,1
Campbell,4,1,0,1,1,0,0,0,0,0,0,1
Candelo,4,0,1,0,0,0,0,0,0,0,0,3
Canina,4,0,1,0,0,0,0,0,1,0,1,1
Canungra,4,0,0,0,1,0,0,0,3,0,0,0
Cardwell,4,0,0,0,1,0,0,0,1,0,0,2
Carnamah,4,0,0,0,0,0,0,0,1,0,0,3
Casuarina,4,0,0,0,1,1,0,0,0,1,1,0
Caversham,4,0,0,0,0,0,0,0,3,0,1,0
Cecil Hills,4,0,0,0,0,2,0,0,0,0,1,1
Charlemont,4,0,0,0,1,1,0,0,1,0,1,0
Charters Towers,4,0,0,0,1,0,0,0,2,0,1,0
Chatsworth,4,0,0,0,0,1,0,0,0,2,1,0
Chelmer,4,0,0,0,0,0,0,0,3,0,0,1
Chigwell,4,0,0,0,0,0,0,0,1,1,2,0
Chittaway Bay,4,0,0,0,2,1,0,0,0,0,1,0
Church Point,4,0,0,0,1,0,0,0,1,0,1,1
Clarinda,4,0,0,0,1,0,0,0,2,0,0,1
Clear Island Waters,4,0,0,0,1,1,0,0,0,1,0,1
Cliftleigh,4,0,1,0,0,0,0,0,2,0,1,0
Cloncurry,4,0,0,0,0,1,0,0,0,0,1,2
Clovelly,4,0,1,0,0,0,0,0,1,0,2,0
Coalfalls,4,0,0,0,1,0,0,0,2,0,0,1
Coes Creek,4,0,0,0,1,1,0,0,1,0,1,0
Collaroy,4,0,0,0,0,0,0,0,0,0,2,2
Conder,4,0,0,0,0,0,0,0,2,0,0,2
Constitution Hill,4,0,0,0,0,2,2,0,0,0,0,0
Coombs,4,0,0,0,0,0,0,0,2,0,1,1
Cootamundra,4,0,1,0,1,1,0,0,1,0,0,0
Coral Cove,4,0,0,0,3,1,0,0,0,0,0,0
Crace,4,0,0,0,2,1,0,0,0,0,0,1
Crafers,4,0,0,0,0,0,0,0,2,0,2,0
Cumberland Park,4,0,0,0,0,1,0,0,1,0,1,1
Cunnamulla,4,0,0,0,1,0,0,0,0,0,1,2
Currans Hill,4,0,0,0,0,1,0,0,0,0,0,3
Cygnet,4,0,0,0,1,1,0,0,0,0,1,1
Dalmeny,4,0,0,0,1,1,0,0,0,0,1,1
Darwin River,4,0,0,0,1,0,1,0,2,0,0,0
Deebing Heights,4,0,0,0,0,0,0,0,2,0,2,0
Derby,4,0,1,0,0,1,0,0,2,0,0,0
Dharruk,4,0,0,0,0,3,0,0,0,0,1,0
Dinmore,4,0,1,0,0,0,0,0,0,0,1,2
Donvale,4,0,0,0,1,0,0,0,1,0,0,2
Downer,4,0,0,0,0,2,0,0,0,0,1,1
Drayton,4,0,0,0,0,1,0,0,2,0,0,1
Duffy,4,0,0,0,0,1,0,0,0,0,1,2
Dundas Valley,4,0,0,0,0,1,0,0,1,0,0,2
East Bendigo,4,1,0,0,0,0,0,0,1,0,0,2
East Cannington,4,0,0,0,0,1,0,0,1,0,0,2
East Lismore,4,0,1,0,0,0,1,0,1,0,0,1
Eden Hill,4,0,0,0,0,0,0,0,3,0,1,0
Edenhope,4,0,0,0,1,0,0,0,1,0,2,0
Edensor Park,4,0,0,0,0,1,0,0,0,0,2,1
Edgecliff,4,0,0,0,0,0,0,0,1,0,0,3
Edwardstown,4,0,0,0,0,0,0,0,2,0,0,2
Elizabeth Downs,4,0,0,0,0,1,0,0,2,0,0,1
Encounter Bay,4,0,0,0,1,0,0,0,1,0,1,1
Eureka,4,0,0,0,0,0,0,0,2,0,1,1
Evans Head,4,0,0,0,0,1,0,0,2,0,1,0
Evatt,4,1,0,0,1,0,0,0,1,0,1,0
Farleigh,4,0,0,0,1,2,0,0,0,0,1,0
Farrar,4,0,0,0,1,1,0,0,1,0,0,1
Federal,4,0,0,0,0,0,0,0,1,0,3,0
Figtree,4,1,0,0,0,1,0,0,1,0,1,0
Forde,4,0,1,0,1,1,0,0,0,0,0,1
Foster,4,0,0,0,0,0,0,0,1,0,1,2
Gillieston Heights,4,1,0,0,2,1,0,0,0,0,0,0
Gisborne,4,0,1,0,1,0,0,0,0,0,0,2
Glasshouse Mountains,4,0,0,0,0,0,0,0,0,0,0,4
Glenfield Park,4,0,0,0,0,0,0,0,3,0,0,1
Glenlee,4,0,0,0,0,0,0,0,2,0,1,1
Gooburrum,4,0,0,0,1,0,0,0,2,0,1,0
Goodwood,4,0,2,0,0,0,0,0,0,0,2,0
Goornong,4,0,0,0,0,1,0,0,1,0,1,1
Goranba,4,0,0,0,1,0,0,0,0,0,1,2
Gordon,4,0,0,0,1,0,0,0,0,0,3,0
Green Valley,4,0,0,0,0,1,0,0,1,0,1,1
Greta,4,0,0,0,0,1,0,0,0,0,0,3
Gulmarrad,4,0,0,0,1,0,0,0,1,0,2,0
Gwelup,4,0,2,0,0,1,0,0,1,0,0,0
Gwynneville,4,0,0,0,2,0,0,0,1,0,1,0
Gymea Bay,4,0,0,0,2,0,0,0,1,0,1,0
Haberfield,4,0,0,0,1,0,0,0,2,0,0,1
Hallett Cove,4,0,0,0,1,0,0,0,1,0,1,1
Hamlyn Heights,4,0,0,0,0,0,0,0,1,1,0,2
Hannans,4,0,0,0,1,1,0,0,0,0,1,1
Hassall Grove,4,0,0,0,0,1,0,0,1,0,1,1
Hay Point,4,0,0,0,0,1,0,0,3,0,0,0
Haymarket,4,0,1,0,1,1,0,0,0,0,1,0
Heatherton,4,0,0,0,0,2,0,0,1,0,1,0
Helidon Spa,4,0,0,0,1,0,0,0,0,0,0,3
Hendon,4,0,0,0,2,0,0,0,0,0,0,2
Herberton,4,0,0,0,3,0,0,0,0,0,0,1
Herne Hill,4,0,2,0,0,0,0,0,1,0,1,0
Highbury,4,0,0,0,2,0,0,0,1,0,1,0
Hilbert,4,0,0,0,1,0,0,0,1,1,0,1
Hollywell,4,0,0,0,0,0,0,0,0,0,1,3
Holsworthy,4,0,0,0,0,1,1,0,0,0,1,1
Hopetoun,4,0,0,0,0,1,0,0,1,0,1,1
Horseshoe Bay,4,0,0,0,1,0,0,0,1,0,1,1
Horsley Park,4,0,0,0,1,0,0,0,1,0,0,2
Hughenden,4,1,0,0,1,1,0,0,0,0,0,1
Hunters Hill,4,0,0,0,0,0,0,0,2,0,1,1
Huntly,4,1,0,0,1,0,0,0,1,0,0,1
Jamboree Heights,4,0,1,0,1,0,0,0,0,0,1,1
Jamisontown,4,0,0,0,1,0,0,0,1,0,1,1
Jerrabomberra,4,0,0,0,1,0,0,0,1,0,2,0
Jewells,4,0,0,0,0,0,0,0,0,0,1,3
Jindera,4,0,0,0,0,0,0,0,3,0,0,1
Julatten,4,0,0,0,2,0,1,0,1,0,0,0
Kalkie,4,0,0,0,1,0,0,0,1,0,0,2
Karangi,4,0,0,0,0,0,0,0,1,1,1,1
Karuah,4,0,0,0,0,1,0,0,1,0,1,1
Karumba,4,0,0,0,0,1,0,0,1,0,0,2
Kearns,4,0,0,1,1,1,0,0,0,0,0,1
Keiraville,4,0,0,0,2,0,0,0,0,0,0,2
Kellerberrin,4,0,0,0,3,0,0,0,1,0,0,0
Kemps Creek,4,0,0,0,1,0,0,0,1,1,0,1
Kennington,4,0,0,0,0,1,0,0,1,0,1,1
Kensington Grove,4,0,1,0,1,1,0,0,0,0,1,0
Kerang,4,0,0,0,1,0,0,0,0,0,1,2
Keysborough,4,0,0,0,0,0,0,0,1,0,2,1
Kilkivan,4,0,0,0,1,1,0,0,0,0,1,1
Kippa Ring,4,0,0,0,0,0,0,0,1,0,0,3
Klemzig,4,0,0,0,0,0,0,0,0,0,2,2
Kobble Creek,4,0,0,0,0,4,0,0,0,0,0,0
Kogan,4,0,0,0,1,0,0,0,1,0,0,2
Kojonup,4,0,0,0,1,1,0,0,0,0,2,0
Korumburra,4,0,0,0,0,1,1,0,1,1,0,0
Kurnell,4,0,0,0,3,0,0,0,1,0,0,0
Kurrajong,4,0,0,0,0,0,0,0,1,0,1,2
Lakes Entrance,4,0,0,0,0,1,0,0,0,0,2,1
Lammermoor,4,1,0,0,1,0,1,0,0,0,1,0
Largs Bay,4,0,0,0,0,1,1,0,1,0,0,1
Larrakeyah,4,0,0,0,1,1,0,0,2,0,0,0
Lawson,4,0,0,0,0,1,0,0,1,0,1,1
Lilyfield,4,0,0,0,0,1,0,0,3,0,0,0
Lloyd,4,0,0,0,0,0,0,0,2,0,0,2
Lugarno,4,0,0,0,0,1,0,0,0,0,0,3
Macquarie Links,4,0,0,0,0,1,0,0,2,0,1,0
Malabar,4,0,0,0,0,1,0,0,1,0,2,0
Malua Bay,4,0,0,0,0,0,0,0,1,0,0,3
Mangerton,4,0,0,0,0,0,0,0,0,0,4,0
Mapleton,4,1,0,0,0,1,0,0,0,0,1,1
Marlo,4,0,0,0,2,0,0,0,0,0,1,1
Mawson,4,0,0,0,1,1,1,0,0,0,0,1
Mayfield East,4,0,0,1,0,0,0,0,0,0,2,1
Mccrae,4,1,0,0,1,1,0,0,1,0,0,0
Mcdowall,4,0,0,0,0,0,1,0,1,0,1,1
Mckail,4,0,0,0,1,1,0,0,0,0,1,1
Mckellar,4,0,0,0,0,0,0,0,3,0,0,1
Mckinnon,4,0,1,0,1,0,0,0,0,0,2,0
Meadows,4,0,0,0,1,0,1,0,0,0,1,1
Melba,4,0,0,0,0,3,0,0,0,0,1,0
Merbein,4,0,0,0,0,0,0,0,1,0,1,2
Mighell,4,0,0,0,1,0,0,0,1,0,1,1
Millner,4,0,1,0,1,0,0,0,1,0,1,0
Milperra,4,0,0,0,1,0,0,0,1,0,0,2
Minchinbury,4,0,0,0,0,0,0,0,2,0,0,2
Mindarie,4,0,1,0,0,1,0,0,1,0,0,1
Minden,4,0,0,0,0,1,0,0,2,0,0,1
Mitchell Park,4,0,1,0,1,1,0,0,0,0,1,0
Modbury North,4,0,0,0,0,2,0,0,0,1,1,0
Moggill,4,0,0,0,1,0,0,0,1,0,1,1
Moncrieff,4,1,0,0,0,0,0,0,0,0,1,2
Montrose,4,0,0,0,0,0,0,0,1,0,1,2
Moolboolaman,4,0,0,0,0,0,0,0,2,0,1,1
Moorabbin,4,1,0,0,1,0,0,0,1,0,1,0
Morawa,4,0,0,0,1,2,0,0,0,0,1,0
Morphettville,4,0,0,0,1,0,0,0,1,0,1,1
Mount Hawthorn,4,0,1,0,0,0,0,0,2,0,0,1
Mount Isa,4,0,0,0,0,1,1,0,0,0,1,1
Mount Nasura,4,0,0,0,0,0,0,0,2,0,0,2
Mount Perry,4,0,0,0,0,0,0,0,2,0,0,2
Mt Waverley,4,0,0,0,1,0,0,0,2,0,0,1
Munno Para West,4,0,0,0,0,1,0,0,1,0,0,2
Nabiac,4,0,0,0,0,0,0,0,0,0,0,4
Nannup,4,0,0,0,1,1,0,0,0,0,1,1
Nanum,4,0,0,0,0,0,0,0,1,0,1,2
Narre Warren North,4,0,0,0,0,0,0,0,1,0,1,2
New Lambton Heights,4,0,0,0,0,1,0,0,2,0,0,1
Nicholls,4,0,0,0,0,1,0,0,1,0,1,1
Normanville,4,0,0,0,2,0,0,0,1,0,0,1
North Bundaberg,4,0,0,0,0,0,0,0,2,0,0,2
North Geelong,4,0,1,0,0,0,0,0,0,0,2,1
North Haven,4,0,0,0,0,1,0,0,1,0,0,2
North Plympton,4,0,0,0,0,0,0,0,3,0,0,1
North St Marys,4,0,1,0,0,0,0,0,0,0,0,3
North Yunderup,4,0,1,0,0,0,0,0,0,0,2,1
Northampton,4,0,0,0,1,2,0,0,0,0,1,0
Norville,4,0,0,0,0,0,0,0,1,1,0,2
Oatlands,4,0,0,0,0,0,0,0,1,0,2,1
Oatley,4,0,0,0,2,1,0,0,1,0,0,0
Old Bar,4,0,0,0,0,2,0,0,0,0,1,1
Oonoonba,4,0,0,0,0,1,0,0,2,0,1,0
Ooralea,4,0,0,0,0,0,0,0,0,1,2,1
Osborne,4,0,0,0,0,2,0,0,1,0,0,1
Pagewood,4,0,0,0,1,1,0,0,0,0,1,1
Para Hills West,4,0,0,0,0,0,1,0,1,0,1,1
Parap,4,0,0,0,0,0,1,0,1,0,0,2
Patterson Lakes,4,0,0,0,0,0,0,0,1,0,1,2
Pelican Waters,4,0,0,0,2,1,0,0,0,0,1,0
Phillip,4,0,0,0,1,3,0,0,0,0,0,0
Pinbarren,4,0,0,0,0,0,1,0,2,0,0,1
Pine Creek,4,0,0,0,1,0,0,0,1,1,1,0
Pingelly,4,0,1,0,1,0,0,0,1,0,0,1
Plumpton,4,0,0,0,0,1,0,0,1,0,0,2
Plympton,4,0,0,0,0,0,0,0,0,0,3,1
Point Frederick,4,0,1,0,0,0,0,0,2,0,0,1
Point Lookout,4,0,0,0,0,0,0,0,0,0,2,2
Pomona,4,0,0,0,0,1,0,0,0,0,1,2
Pooraka,4,0,0,0,1,2,0,0,0,0,1,0
Port Denison,4,0,0,0,1,0,0,0,1,0,1,1
Port Hedland,4,0,0,0,0,0,0,0,1,0,2,1
Port Noarlunga,4,1,0,0,0,0,0,0,0,2,1,0
Port Pirie South,4,0,0,0,0,0,0,0,1,0,2,1
Port Willunga,4,0,0,0,0,0,1,0,1,0,2,0
Prospect Vale,4,0,0,0,1,1,0,0,0,0,0,2
Queanbeyan East,4,0,0,0,0,2,0,0,0,0,0,2
Raglan,4,0,0,0,3,0,0,0,0,0,1,0
Ramingining,4,0,0,0,1,1,0,0,1,0,1,0
Ramsgate Beach,4,0,1,0,0,0,0,0,2,0,0,1
Ripponlea,4,0,0,0,0,0,0,0,0,0,2,2
Rochedale,4,0,0,0,0,0,0,0,1,0,2,1
Romsey,4,0,0,0,1,1,0,0,1,0,1,0
Rosenthal Heights,4,0,0,0,1,0,0,0,0,0,0,3
Rushcutters Bay,4,0,0,0,0,0,0,0,2,0,0,2
Saint Marys,4,1,0,0,0,0,0,0,2,0,0,1
Saint Peters,4,0,0,0,1,1,0,0,2,0,0,0
Salisbury Park,4,0,0,0,0,0,0,0,1,2,0,1
Sassafras,4,1,0,0,1,0,0,0,1,0,1,0
Saunders Beach,4,0,0,0,2,1,0,0,0,0,0,1
Sawtell,4,0,0,0,0,0,0,0,1,0,2,1
Scone,4,0,0,0,0,1,0,0,0,1,2,0
Scullin,4,0,0,0,1,1,0,0,0,0,0,2
Seaford Meadows,4,0,0,0,0,2,0,0,1,0,0,1
Seaford Rise,4,0,1,0,0,0,0,0,0,0,1,2
Silver Sands,4,0,0,0,1,1,0,0,0,0,0,2
Silverdale,4,0,0,0,0,1,0,0,2,0,1,0
Smythes Creek,4,0,0,0,2,0,0,0,0,0,2,0
Soldiers Point,4,0,0,0,2,1,0,0,0,0,0,1
Somerton Park,4,0,0,0,1,0,0,0,0,0,1,2
South Bathurst,4,0,0,0,0,2,0,0,1,0,0,1
South Fremantle,4,1,0,0,0,0,0,0,1,0,2,0
South Granville,4,0,0,0,1,1,0,0,0,0,0,2
South Lake,4,0,0,0,3,1,0,0,0,0,0,0
South Launceston,4,0,0,0,0,2,0,0,1,0,0,1
St Arnaud,4,0,0,0,0,0,0,0,1,0,3,0
St George,4,0,0,0,0,1,0,0,1,0,0,2
St James,4,0,1,0,0,0,0,0,1,0,1,1
St Kilda West,4,0,0,0,1,0,0,0,2,0,1,0
Stanhope Gardens,4,0,0,0,0,1,0,0,1,0,1,1
Strathdickie,4,0,0,0,1,0,0,0,1,0,1,1
Strathfieldsaye,4,0,0,0,0,2,0,0,0,0,1,1
Strathtulloh,4,1,0,0,1,0,0,0,1,0,1,0
Sussex Inlet,4,0,1,0,0,1,0,0,0,0,1,1
Swanbourne,4,0,0,1,0,0,1,0,1,0,1,0
Tallai,4,0,0,0,0,0,0,0,0,0,2,2
Taren Point,4,0,0,0,0,1,0,0,0,1,2,0
Templestowe,4,0,0,0,0,0,0,0,1,1,1,1
The Hill,4,0,0,0,0,2,0,0,0,0,0,2
Tiaro,4,0,0,0,0,1,0,0,0,0,1,2
Tocumwal,4,0,0,0,0,2,0,0,2,0,0,0
Tolland,4,1,0,0,0,0,0,0,2,0,0,1
Tomakin,4,0,0,0,2,1,0,0,1,0,0,0
Townview,4,0,0,0,0,1,0,0,2,0,0,1
Trafalgar,4,0,0,1,0,2,0,0,0,0,1,0
Tuart Hill,4,0,0,0,0,0,0,0,0,1,1,2
Turvey Park,4,0,0,0,0,0,0,0,3,0,0,1
Two Wells,4,0,0,0,0,0,0,0,0,0,0,4
Utakarra,4,0,0,0,1,2,0,0,0,0,0,1
Vasse,4,0,1,0,0,0,0,0,1,2,0,0
Vincentia,4,0,0,0,1,0,0,0,0,1,1,1
Virginia,4,0,0,0,0,1,0,0,1,0,0,2
Wagaman,4,0,0,0,0,0,0,0,1,0,1,2
Waikerie,4,0,0,0,0,0,0,0,1,0,2,1
Wakeley,4,0,0,0,1,0,0,0,0,0,1,2
Walgett,4,0,0,0,0,1,1,0,1,0,0,1
Wallaroo,4,0,0,0,0,0,0,0,1,0,2,1
Wangi Wangi,4,0,0,0,0,1,0,0,2,0,1,0
Waramanga,4,0,0,0,0,0,0,0,2,0,1,1
Waratah,4,0,0,0,1,1,1,0,0,0,1,0
Warialda,4,1,0,0,0,1,0,0,0,0,0,2
Warracknabeal,4,0,0,0,3,1,0,0,0,0,0,0
Werris Creek,4,1,0,0,0,0,0,0,0,1,1,1
West Ballina,4,2,0,0,0,1,0,0,0,0,1,0
West Beach,4,0,1,0,0,0,0,0,0,1,1,1
West Ipswich,4,0,0,0,0,2,0,0,1,0,0,1
West Nowra,4,0,0,0,0,1,0,0,0,0,0,3
West Pymble,4,0,0,0,1,2,0,0,1,0,0,0
West Ulverstone,4,0,0,0,0,0,0,0,1,0,2,1
West Wollongong,4,0,0,0,0,2,0,0,1,0,0,1
Whitfield,4,0,0,0,1,0,0,0,0,0,1,2
Willaston,4,1,0,0,0,1,0,0,0,0,0,2
Williams Landing,4,0,0,0,0,0,0,0,1,1,2,0
Williamstown North,4,0,0,0,0,0,0,0,0,0,4,0
Winthrop,4,1,1,0,0,0,0,0,1,0,0,1
Wishart,4,0,0,0,0,0,0,0,1,0,0,3
Withcott,4,0,0,0,1,1,0,0,0,0,2,0
Wonthella,4,0,0,0,0,0,0,0,1,0,1,2
Woodside,4,0,0,0,2,0,0,0,0,0,1,1
Wulagi,4,0,0,0,1,0,0,0,1,0,2,0
Yarravel,4,0,0,0,0,0,1,0,0,0,1,2
Yinnar,4,0,0,1,0,0,0,0,1,0,1,1
York,4,0,0,0,0,0,0,0,1,0,0,3
Yorkeys Knob,4,0,0,0,0,1,0,0,1,0,1,1
Yungaburra,4,0,0,0,0,0,0,0,1,0,1,2
Abermain,3,0,0,0,0,1,0,0,1,0,0,1
Adaminaby,3,0,0,0,0,2,0,0,1,0,0,0
